source,target,weight
1035,14,1
1035,190,1
1035,1033,1
1035,802,1
49,516,18
49,294,1
49,861,1
49,495,4
49,747,1
49,648,3
49,35,24
49,1019,1
49,1018,1
49,1020,1
49,263,2
49,315,1
49,377,1
49,767,1
49,1095,1
49,50,38
49,507,2
49,506,15
49,37,78
49,754,7
49,16,1
49,782,2
49,794,2
49,522,3
49,1093,1
49,538,5
49,147,33
49,278,22
49,630,12
49,204,1
49,336,8
49,312,7
49,40,25
49,1204,2
49,22,82
49,59,19
49,372,4
49,868,1
49,21,47
49,844,1
49,524,3
49,550,5
49,586,1
49,209,3
49,711,1
49,175,10
49,62,7
49,124,28
49,986,4
49,545,1
49,9,3
49,279,5
49,299,6
49,242,3
49,258,1
49,218,22
49,51,3
49,53,39
49,260,18
49,95,2
49,107,1
49,841,1
49,187,20
49,330,1
49,820,1
49,78,1
49,30,31
49,604,1
49,504,2
49,36,37
49,10,80
49,234,3
49,643,1
49,48,10
49,339,6
49,478,7
49,732,2
49,823,1
49,20,66
54,228,28
54,294,1
54,38,47
54,167,5
54,284,4
54,277,4
54,798,1
54,377,1
54,102,1
54,466,8
54,259,1
54,308,1
54,928,1
54,542,1
54,16,1
54,522,1
54,1106,1
54,940,5
54,329,4
54,431,1
54,881,1
54,104,17
54,426,1
54,18,68
54,246,14
54,123,6
54,269,8
54,370,1
54,505,2
54,169,12
54,656,1
54,360,10
54,164,2
54,682,2
54,252,2
54,373,1
54,251,4
54,84,4
54,564,4
54,63,5
54,916,2
54,92,8
54,4,126
54,885,1
54,1141,1
54,75,9
54,253,4
54,722,1
54,114,19
54,465,13
54,545,1
54,127,12
54,267,2
54,290,2
54,394,1
54,9,1
54,184,12
54,57,65
54,541,2
54,173,20
54,422,17
54,158,20
54,316,7
54,471,1
54,276,3
54,361,1
54,95,2
54,979,1
54,207,9
54,101,1
54,1191,2
54,932,2
54,202,29
54,288,2
54,393,3
54,694,1
54,78,4
54,530,6
54,133,30
54,286,13
54,984,1
54,52,6
54,44,40
54,3,181
54,112,17
54,557,3
54,301,3
54,171,14
54,527,3
54,241,1
54,182,1
54,166,1
54,528,7
54,126,22
54,307,1
54,39,100
54,7,143
526,178,15
526,129,4
526,117,5
526,671,2
526,661,1
526,437,1
526,292,1
526,16,1
526,566,5
526,106,1
526,529,1
526,17,24
526,188,1
526,849,10
526,468,5
506,516,1
506,648,1
506,35,6
506,50,3
506,49,15
506,37,15
506,754,3
506,782,1
506,794,1
506,522,1
506,1093,1
506,538,1
506,147,7
506,278,5
506,630,1
506,22,14
506,59,4
506,372,1
506,21,8
506,62,1
506,124,2
506,986,2
506,9,1
506,279,1
506,299,1
506,218,2
506,53,3
506,260,4
506,187,3
506,30,2
506,36,3
506,10,8
506,234,1
506,48,1
506,339,2
506,20,7
477,495,1
477,333,5
477,318,11
477,667,1
477,331,4
477,9,3
477,430,1
477,448,3
477,642,2
477,274,7
477,563,2
477,364,4
477,78,1
477,575,4
1109,1,2
1109,1108,2
1109,13,1
1109,415,2
626,911,2
626,887,2
626,628,10
626,677,1
626,1231,1
626,9,3
626,672,1
626,32,14
626,72,3
37,516,9
37,294,1
37,861,1
37,495,2
37,747,1
37,648,2
37,35,38
37,263,6
37,315,1
37,377,1
37,1095,2
37,50,49
37,507,1
37,49,78
37,506,15
37,754,2
37,1136,2
37,896,2
37,248,1
37,1164,4
37,544,2
37,16,1
37,782,1
37,794,1
37,522,1
37,1093,1
37,538,4
37,1119,1
37,1038,1
37,147,27
37,278,18
37,630,5
37,204,2
37,336,5
37,312,6
37,40,21
37,1204,1
37,22,124
37,59,33
37,372,5
37,21,47
37,844,3
37,524,1
37,550,4
37,957,14
37,586,2
37,209,12
37,175,8
37,62,17
37,124,27
37,986,4
37,545,1
37,9,2
37,949,1
37,279,2
37,316,1
37,299,5
37,242,1
37,218,19
37,51,3
37,53,51
37,260,14
37,361,1
37,1103,1
37,704,1
37,95,2
37,1036,2
37,532,1
37,187,19
37,330,1
37,387,2
37,78,1
37,30,26
37,273,1
37,604,3
37,504,1
37,483,5
37,36,28
37,10,93
37,234,1
37,643,4
37,48,25
37,339,4
37,478,6
37,732,1
37,910,1
37,823,1
37,20,83
25,306,23
25,1023,1
25,778,1
25,337,3
25,148,8
25,167,3
25,116,4
25,259,1
25,359,8
25,830,3
25,595,1
25,972,1
25,94,12
25,80,2
25,615,1
25,159,5
25,641,1
25,803,2
25,16,3
25,553,4
25,989,1
25,77,8
25,138,36
25,534,3
25,231,6
25,1030,1
25,151,38
25,18,1
25,223,8
25,1138,2
25,370,2
25,181,2
25,42,18
25,2,283
25,141,3
25,29,5
25,152,14
25,309,2
25,189,6
25,261,8
25,447,3
25,487,1
25,252,1
25,373,4
25,674,1
25,304,1
25,282,2
25,801,1
25,145,4
25,4,3
25,26,40
25,556,2
25,479,1
25,96,10
25,864,1
25,821,1
25,749,1
25,56,28
25,249,39
25,81,1
25,321,4
25,9,11
25,519,2
25,57,1
25,633,3
25,399,8
25,305,11
25,427,7
25,79,68
25,638,2
25,369,4
25,285,1
25,672,3
25,296,2
25,88,12
25,236,1
25,113,12
25,361,3
25,418,2
25,153,10
25,1189,1
25,107,1
25,201,1
25,111,25
25,194,7
25,101,3
25,78,7
25,15,76
25,738,3
25,808,1
25,14,132
25,639,2
25,1014,1
25,623,1
25,813,1
25,44,3
25,3,5
25,150,22
25,802,1
25,581,1
25,157,14
25,858,5
25,1062,3
25,696,1
25,1059,2
25,67,20
25,423,19
25,635,3
25,688,1
25,319,13
25,237,21
25,7,3
754,516,1
754,495,1
754,35,4
754,50,1
754,507,1
754,49,7
754,506,3
754,37,2
754,147,9
754,278,2
754,630,4
754,40,5
754,22,3
754,59,1
754,21,5
754,124,1
754,9,1
754,218,1
754,53,3
754,260,5
754,30,2
754,36,1
754,10,3
754,20,5
1136,35,1
1136,50,2
1136,37,2
1136,22,2
1136,59,2
1136,844,1
1136,62,1
1136,53,2
1136,95,1
1136,78,1
1136,10,2
1136,20,2
1120,906,3
1120,186,1
1120,51,1
1120,8,2
94,778,1
94,148,1
94,167,2
94,116,3
94,578,15
94,595,2
94,972,1
94,756,1
94,873,1
94,806,1
94,25,12
94,159,18
94,641,1
94,803,2
94,16,3
94,77,4
94,138,4
94,151,3
94,223,4
94,42,11
94,1028,4
94,2,69
94,141,1
94,29,2
94,152,30
94,309,2
94,189,4
94,1004,2
94,252,1
94,324,1
94,282,3
94,145,10
94,26,63
94,96,21
94,56,10
94,249,1
94,81,1
94,321,11
94,9,3
94,519,2
94,399,2
94,305,5
94,427,3
94,79,9
94,670,1
94,770,1
94,296,5
94,88,10
94,236,5
94,113,6
94,361,1
94,153,4
94,201,3
94,774,1
94,111,8
94,194,1
94,78,39
94,15,8
94,738,1
94,808,2
94,14,14
94,1014,2
94,623,2
94,150,2
94,802,2
94,1086,1
94,581,7
94,481,3
94,585,3
94,858,3
94,1178,1
94,67,33
94,0,1
94,423,1
999,370,1
999,265,6
999,273,2
999,98,5
999,0,11
658,414,1
658,605,1
658,434,1
658,584,2
658,514,1
658,9,1
658,848,3
658,436,2
658,58,6
658,32,1
658,11,6
658,314,3
658,382,2
658,72,1
658,719,11
658,489,1
1233,315,1
1233,16,1
1233,242,2
1233,51,1
1233,234,1
896,35,1
896,263,6
896,50,1
896,37,2
896,544,1
896,40,5
896,22,2
896,1152,2
896,59,1
896,909,1
896,21,1
896,550,1
896,209,3
896,62,1
896,53,1
896,10,4
896,643,1
896,48,5
896,20,1
248,294,1
248,861,1
248,35,23
248,263,2
248,315,10
248,50,2
248,37,1
248,544,1
248,16,1
248,1038,1
248,699,7
248,40,20
248,691,7
248,22,3
248,59,4
248,21,11
248,62,12
248,9,5
248,399,1
248,515,3
248,279,2
248,53,3
248,95,2
248,330,13
248,795,5
248,387,15
248,504,1
248,948,1
248,483,6
248,993,1
248,36,7
248,10,20
248,234,14
248,48,30
248,339,6
248,230,45
248,20,6
1088,212,3
1088,537,1
1088,70,2
1088,16,1
1088,28,1
1088,486,1
1088,627,1
1088,472,1
1088,19,6
1079,736,1
1079,750,1
1079,638,4
1079,111,4
1079,14,1
1079,67,1
1079,319,4
1079,237,3
1060,650,1
1060,651,1
1060,295,1
1060,716,1
1060,797,2
1060,682,1
1060,379,1
1060,1090,1
829,328,1
829,332,2
829,115,1
829,552,1
829,474,1
829,1,12
829,154,4
829,208,2
829,46,8
829,313,1
829,80,1
829,83,1
829,13,2
829,60,3
829,467,1
829,69,1
829,71,3
829,770,1
829,1187,1
829,786,1
80,228,1
80,61,1
80,129,1
80,117,1
80,294,1
80,1023,3
80,212,6
80,1225,1
80,235,1
80,1,3
80,46,1
80,210,5
80,268,4
80,130,4
80,907,3
80,406,2
80,297,1
80,872,1
80,420,1
80,102,1
80,341,2
80,668,1
80,259,1
80,502,3
80,12,2
80,776,1
80,25,2
80,829,1
80,1049,4
80,572,1
80,977,1
80,461,1
80,16,8
80,508,1
80,736,1
80,193,4
80,390,4
80,689,1
80,287,10
80,323,3
80,104,1
80,414,1
80,204,1
80,962,1
80,13,2
80,213,6
80,216,12
80,60,1
80,571,1
80,968,1
80,451,1
80,40,1
80,591,1
80,2,7
80,833,2
80,338,2
80,29,2
80,938,1
80,135,3
80,118,5
80,322,1
80,446,1
80,28,1
80,588,1
80,712,2
80,189,1
80,106,1
80,21,1
80,1004,1
80,373,1
80,324,1
80,350,1
80,889,1
80,739,1
80,121,2
80,348,1
80,750,1
80,291,5
80,139,2
80,92,2
80,26,2
80,411,2
80,75,1
80,217,1
80,146,1
80,128,1
80,165,1
80,143,1
80,127,2
80,6,5
80,81,1
80,105,1
80,937,1
80,9,7
80,97,1
80,184,1
80,57,2
80,86,25
80,482,2
80,543,1
80,85,2
80,850,2
80,79,2
80,220,3
80,120,8
80,17,1
80,391,3
80,24,1
80,71,1
80,346,1
80,229,1
80,11,3
80,125,15
80,203,16
80,276,1
80,618,2
80,153,1
80,562,1
80,442,2
80,107,1
80,227,9
80,991,1
80,201,1
80,197,1
80,111,7
80,476,1
80,693,1
80,713,1
80,19,1
80,832,1
80,5,66
80,202,2
80,393,1
80,694,1
80,78,1
80,510,1
80,15,1
80,1046,1
80,14,4
80,273,1
80,110,1
80,421,1
80,44,1
80,3,12
80,150,1
80,705,1
80,289,1
80,199,6
80,33,1
80,45,1
80,266,1
80,67,2
80,0,3
80,695,1
80,319,1
80,237,4
80,168,3
80,39,1
80,7,13
80,594,2
1049,228,1
1049,294,1
1049,1225,1
1049,80,4
1049,16,2
1049,9,1
1049,57,1
1049,202,2
1049,3,8
1049,7,8
445,463,2
445,28,1
445,458,19
445,351,8
445,170,15
445,600,10
445,613,12
445,1066,5
445,418,1
445,101,1
445,622,2
445,19,9
445,66,13
1242,6,2
1242,177,3
1164,35,1
1164,37,4
1164,22,3
1164,957,3
1164,10,1
615,148,2
615,796,2
615,25,1
615,159,1
615,138,1
615,534,4
615,980,1
615,204,1
615,836,4
615,42,1
615,2,7
615,141,1
615,29,4
615,152,2
615,189,2
615,26,3
615,1114,1
615,96,3
615,81,5
615,9,1
615,1013,1
615,296,2
615,88,1
615,236,3
615,113,1
615,201,1
615,111,1
615,419,5
615,15,3
615,14,2
615,1062,1
615,696,1
615,860,3
615,67,2
615,237,1
1205,16,1
1205,2,3
1205,26,1
1205,96,1
1205,9,1
1205,88,1
1205,113,1
1205,67,1
163,747,1
163,657,9
163,180,34
163,16,3
163,587,1
163,204,3
163,819,1
163,485,3
163,1209,1
163,142,36
163,919,1
163,311,2
163,9,4
163,317,5
163,156,8
163,1127,2
163,279,3
163,122,7
163,51,4
163,429,4
163,31,6
163,763,1
163,958,1
163,226,8
163,8,38
163,55,5
163,109,1
163,30,9
163,273,2
163,417,11
163,352,2
163,82,38
163,191,22
180,778,1
180,659,3
180,163,34
180,587,3
180,819,2
180,485,4
180,1209,1
180,142,14
180,919,1
180,311,9
180,9,2
180,317,12
180,156,22
180,1127,2
180,279,5
180,122,2
180,361,1
180,95,1
180,107,1
180,226,12
180,8,42
180,55,4
180,30,29
180,417,13
180,352,10
180,82,9
180,191,27
544,35,1
544,263,1
544,805,1
544,1095,1
544,1166,1
544,50,1
544,37,2
544,896,1
544,248,1
544,40,6
544,22,3
544,59,3
544,868,1
544,576,1
544,21,2
544,209,6
544,175,1
544,62,3
544,1040,1
544,871,1
544,242,2
544,53,2
544,187,1
544,30,1
544,908,1
544,604,1
544,504,1
544,904,4
544,36,2
544,10,29
544,643,2
544,48,14
544,230,2
544,20,3
1043,616,1
1043,371,3
1043,654,2
1043,140,1
1043,283,2
1043,0,8
1043,899,1
1221,12,1
1221,571,1
1221,324,1
1221,140,1
1221,0,1
740,116,2
740,1057,5
740,641,12
740,42,1
740,2,1
740,141,4
740,29,14
740,81,1
740,88,3
740,236,1
740,113,3
740,194,2
740,78,1
740,15,1
740,497,1
1057,740,5
1057,641,5
1057,42,1
1057,2,1
1057,141,1
1057,29,4
1057,81,1
1057,194,1
1057,497,1
159,778,1
159,337,3
159,148,3
159,167,2
159,578,3
159,359,2
159,830,1
159,595,3
159,25,5
159,94,18
159,615,1
159,641,3
159,77,2
159,534,4
159,1144,2
159,151,7
159,836,2
159,42,1
159,2,66
159,141,1
159,29,2
159,152,14
159,189,20
159,261,1
159,447,4
159,487,2
159,397,1
159,145,4
159,916,1
159,26,31
159,1114,1
159,96,7
159,56,1
159,81,1
159,321,4
159,9,5
159,399,4
159,305,7
159,427,5
159,79,1
159,369,3
159,296,8
159,88,18
159,236,16
159,113,13
159,153,1
159,201,1
159,111,3
159,194,1
159,78,11
159,15,24
159,14,11
159,3,1
159,1086,1
159,581,11
159,157,4
159,67,13
159,319,1
159,237,1
159,7,1
641,25,1
641,94,1
641,740,12
641,1057,5
641,159,3
641,77,1
641,534,2
641,42,1
641,2,8
641,141,3
641,29,15
641,189,1
641,26,1
641,96,1
641,81,2
641,296,1
641,88,4
641,236,1
641,113,2
641,194,2
641,78,1
641,15,1
641,497,1
856,925,2
856,1179,1
856,814,5
856,682,1
856,252,1
856,251,3
856,465,1
856,290,1
856,824,3
856,52,1
856,44,2
856,3,3
856,1050,2
856,7,6
572,12,16
572,185,1
572,119,2
572,80,1
572,16,4
572,508,1
572,499,1
572,724,1
572,356,1
572,326,1
572,198,1
572,6,1
572,97,8
572,303,1
572,366,1
572,206,1
572,266,3
572,47,1
572,0,29
572,934,4
572,386,1
1190,93,2
1190,728,1
1190,240,1
1190,83,1
1190,13,1
1190,827,1
1190,923,1
803,595,8
803,25,2
803,94,2
803,138,2
803,534,1
803,42,1
803,2,2
803,447,1
803,26,5
803,1114,1
803,56,1
803,79,1
803,88,4
803,111,1
803,78,4
803,15,4
803,14,1
803,44,1
803,1059,2
803,67,3
977,80,1
977,213,2
977,482,1
977,543,1
977,327,2
977,300,2
977,449,1
977,531,1
977,256,1
977,525,1
977,203,3
977,5,4
977,168,2
461,130,1
461,907,1
461,341,1
461,502,1
461,776,1
461,80,1
461,193,3
461,822,1
461,216,1
461,571,4
461,135,2
461,118,1
461,446,1
461,350,6
461,739,1
461,143,2
461,924,1
461,86,7
461,220,2
461,120,2
461,391,2
461,346,6
461,840,1
461,442,2
461,227,2
461,283,1
461,920,2
461,5,14
461,421,1
461,705,2
461,196,1
461,0,1
461,854,1
461,702,2
275,211,8
275,271,1
275,596,1
275,43,3
275,760,1
275,12,10
275,119,7
275,215,3
275,16,1
275,91,13
275,356,4
275,326,2
275,135,1
275,118,1
275,322,1
275,68,1
275,161,3
275,324,2
275,304,1
275,1070,1
275,408,1
275,903,2
275,280,1
275,9,4
275,254,4
275,97,1
275,367,1
275,316,1
275,551,1
275,343,1
275,258,2
275,140,11
275,107,1
275,132,6
275,366,6
275,98,6
275,47,3
275,549,3
275,0,75
275,137,1
275,87,1
542,790,1
542,930,3
542,857,1
542,271,1
542,555,1
542,720,1
542,455,5
542,582,3
542,54,1
542,360,1
542,682,1
542,4,5
542,465,5
542,316,2
542,737,1
542,207,2
542,1191,1
542,52,7
542,44,26
542,3,4
542,112,4
542,241,1
542,39,1
542,7,3
683,239,1
683,1011,3
683,9,6
683,229,1
683,11,2
683,172,12
683,1150,1
662,456,1
662,295,4
662,336,1
662,312,1
662,21,1
662,797,1
662,524,1
662,593,9
662,186,7
662,379,6
662,156,1
662,122,3
662,363,1
662,51,5
662,429,1
662,31,2
662,8,4
662,109,1
662,30,2
16,228,1
16,239,1
16,103,3
16,178,8
16,560,1
16,660,4
16,995,2
16,129,1
16,117,4
16,294,1
16,38,1
16,929,1
16,1225,1
16,23,18
16,235,7
16,690,1
16,1,15
16,154,1
16,208,1
16,46,1
16,210,2
16,1105,1
16,74,1
16,35,1
16,284,1
16,907,1
16,116,2
16,406,1
16,263,1
16,537,2
16,355,2
16,315,1
16,377,1
16,610,1
16,669,1
16,420,5
16,578,1
16,1083,1
16,271,4
16,70,2
16,493,1
16,318,1
16,1123,1
16,308,1
16,807,1
16,50,1
16,43,3
16,555,1
16,720,1
16,673,2
16,455,2
16,359,1
16,634,3
16,401,2
16,870,1
16,383,1
16,76,2
16,380,2
16,491,3
16,12,51
16,219,1
16,185,5
16,972,1
16,119,6
16,215,2
16,49,1
16,54,1
16,526,1
16,37,1
16,25,3
16,94,3
16,1233,1
16,248,1
16,1088,1
16,80,8
16,1049,2
16,1205,1
16,163,3
16,572,4
16,275,1
16,723,1
16,855,2
16,1185,1
16,520,2
16,580,2
16,193,2
16,601,1
16,499,2
16,390,1
16,147,1
16,822,1
16,724,2
16,278,1
16,287,4
16,323,4
16,295,1
16,77,3
16,104,5
16,678,1
16,1113,1
16,831,1
16,753,1
16,91,1
16,998,2
16,204,6
16,246,1
16,13,4
16,34,3
16,1039,1
16,216,1
16,60,1
16,131,5
16,336,1
16,312,1
16,223,2
16,968,1
16,370,1
16,181,1
16,42,9
16,416,1
16,1084,1
16,40,1
16,1092,1
16,591,1
16,326,2
16,2,13
16,833,2
16,338,3
16,29,3
16,395,1
16,135,3
16,118,1
16,322,2
16,152,1
16,446,3
16,22,2
16,68,12
16,309,1
16,142,2
16,255,1
16,891,1
16,1227,1
16,59,1
16,909,1
16,360,1
16,28,3
16,388,3
16,487,1
16,540,1
16,1029,2
16,21,2
16,73,1
16,161,2
16,524,2
16,550,1
16,324,2
16,883,1
16,889,1
16,586,1
16,304,1
16,432,2
16,567,1
16,209,2
16,65,4
16,424,1
16,121,5
16,397,1
16,282,1
16,348,1
16,84,2
16,410,1
16,612,1
16,198,5
16,291,3
16,1076,1
16,136,3
16,62,4
16,139,6
16,501,1
16,145,2
16,652,1
16,92,1
16,124,1
16,408,1
16,4,7
16,26,3
16,257,3
16,411,3
16,371,1
16,27,2
16,1146,2
16,75,1
16,280,3
16,225,2
16,217,1
16,160,2
16,146,2
16,128,2
16,165,2
16,381,2
16,486,2
16,143,1
16,114,2
16,262,2
16,545,1
16,906,1
16,100,2
16,41,1
16,6,40
16,96,1
16,56,3
16,81,1
16,321,1
16,9,62
16,186,1
16,726,1
16,342,1
16,254,3
16,97,4
16,765,6
16,57,1
16,86,5
16,541,1
16,327,3
16,300,1
16,449,1
16,531,1
16,256,3
16,247,10
16,85,2
16,173,1
16,79,1
16,220,2
16,1137,1
16,1199,1
16,17,6
16,558,1
16,405,1
16,24,1
16,316,1
16,665,1
16,551,1
16,71,1
16,122,6
16,250,2
16,242,1
16,258,1
16,346,3
16,1186,1
16,11,1
16,751,1
16,700,3
16,183,1
16,51,2
16,429,1
16,31,8
16,125,6
16,203,2
16,276,1
16,88,1
16,113,1
16,53,1
16,260,1
16,779,1
16,627,2
16,140,1
16,618,2
16,725,4
16,521,1
16,95,2
16,1165,1
16,945,1
16,107,5
16,226,1
16,174,4
16,8,20
16,227,2
16,991,1
16,375,2
16,134,1
16,224,2
16,55,2
16,270,1
16,1002,2
16,920,1
16,132,22
16,476,4
16,194,2
16,472,2
16,563,1
16,622,1
16,303,2
16,187,1
16,876,1
16,385,2
16,19,4
16,5,38
16,109,5
16,202,1
16,1010,1
16,413,1
16,1270,1
16,78,2
16,15,4
16,302,1
16,293,1
16,867,2
16,30,2
16,14,4
16,190,2
16,366,3
16,273,2
16,272,1
16,666,1
16,1025,1
16,98,1
16,421,1
16,464,2
16,44,2
16,3,11
16,497,2
16,1250,1
16,89,1
16,206,8
16,705,3
16,533,2
16,233,2
16,417,3
16,199,4
16,176,1
16,33,7
16,1192,1
16,108,1
16,45,2
16,1100,2
16,301,1
16,179,1
16,171,1
16,36,2
16,266,3
16,10,7
16,234,1
16,47,5
16,48,2
16,67,4
16,0,78
16,182,2
16,166,1
16,423,1
16,349,2
16,230,1
16,149,1
16,137,4
16,528,1
16,934,1
16,82,5
16,191,5
16,126,1
16,20,1
16,854,1
16,87,6
16,66,2
16,631,1
16,735,2
16,838,1
16,994,1
16,168,1
16,39,2
16,7,3
16,766,1
16,834,3
782,648,1
782,35,1
782,1019,1
782,1018,1
782,1020,1
782,315,1
782,49,2
782,506,1
782,37,1
782,794,4
782,522,3
782,1093,1
782,538,3
782,147,1
782,278,1
782,372,2
782,21,3
782,175,1
782,62,1
782,299,2
782,242,1
782,53,1
782,5,1
782,30,3
782,36,3
782,10,7
782,234,2
782,48,2
782,20,1
794,648,1
794,35,1
794,1019,1
794,1018,1
794,1020,1
794,315,1
794,49,2
794,506,1
794,37,1
794,782,4
794,522,3
794,1093,1
794,538,3
794,147,1
794,278,1
794,372,2
794,21,3
794,175,1
794,62,1
794,299,2
794,242,1
794,53,1
794,187,1
794,30,2
794,36,3
794,10,6
794,234,2
794,48,2
794,20,1
522,103,1
522,212,1
522,23,1
522,1042,1
522,648,1
522,35,1
522,1019,1
522,1018,1
522,1020,1
522,315,1
522,43,1
522,453,1
522,12,1
522,49,3
522,54,1
522,506,1
522,37,1
522,782,3
522,794,3
522,1093,2
522,538,2
522,147,1
522,278,1
522,996,1
522,18,2
522,246,1
522,2,1
522,169,1
522,68,1
522,372,2
522,21,3
522,550,1
522,397,1
522,175,1
522,62,1
522,470,1
522,63,1
522,408,1
522,4,4
522,75,1
522,114,1
522,262,1
522,6,1
522,663,1
522,299,2
522,242,1
522,51,1
522,31,1
522,471,1
522,53,1
522,174,1
522,8,1
522,376,1
522,19,1
522,109,1
522,393,1
522,694,1
522,30,3
522,133,1
522,3,2
522,112,1
522,206,1
522,557,1
522,301,2
522,171,1
522,36,3
522,10,5
522,234,2
522,48,2
522,0,2
522,480,1
522,20,2
522,396,1
522,39,2
522,7,2
1218,1,4
1218,76,1
1218,576,1
1218,9,1
1218,71,1
508,61,1
508,433,6
508,212,17
508,23,1
508,162,1
508,70,4
508,734,1
508,401,6
508,675,1
508,80,1
508,572,1
508,439,1
508,28,9
508,588,1
508,565,2
508,470,1
508,143,1
508,6,14
508,9,1
508,170,1
508,90,1
508,24,8
508,472,1
508,19,11
508,110,2
508,561,1
508,89,1
508,45,1
508,149,1
508,66,3
966,1,3
966,46,3
966,611,2
966,74,2
966,93,2
966,99,3
966,728,1
966,240,4
966,83,4
966,9,2
966,71,4
966,521,1
1228,61,1
1228,297,2
1228,85,1
1228,45,2
777,228,1
777,277,3
777,18,10
777,251,21
777,63,8
777,4,24
777,267,8
777,394,1
777,458,2
777,57,1
777,613,1
777,101,1
777,19,1
777,288,2
777,52,2
777,171,1
777,7,4
1106,228,3
1106,377,2
1106,54,1
1106,839,1
1106,545,1
1106,458,1
1106,541,1
1106,170,1
1106,600,1
1106,613,1
1106,3,5
1106,7,5
569,103,1
569,102,11
569,453,1
569,954,1
569,743,1
569,1027,1
569,884,3
569,238,2
569,32,22
569,11,15
569,376,2
569,72,6
569,480,1
569,396,2
1093,648,1
1093,49,1
1093,506,1
1093,37,1
1093,782,1
1093,794,1
1093,522,2
1093,538,2
1093,147,1
1093,278,1
1093,372,1
1093,21,1
1093,299,1
1093,36,1
1093,10,4
538,648,2
538,35,2
538,1019,1
538,1018,1
538,1020,1
538,263,1
538,315,1
538,50,1
538,49,5
538,506,1
538,37,4
538,782,3
538,794,3
538,522,2
538,1093,2
538,147,2
538,278,1
538,40,1
538,22,4
538,59,2
538,372,5
538,21,6
538,844,2
538,209,1
538,175,2
538,62,3
538,124,1
538,299,4
538,242,4
538,218,1
538,51,2
538,53,3
538,30,4
538,36,5
538,10,13
538,234,2
538,643,1
538,48,4
538,20,5
240,115,1
240,1,22
240,46,10
240,64,3
240,611,7
240,74,13
240,102,4
240,313,2
240,93,17
240,99,7
240,655,1
240,1009,1
240,728,2
240,76,2
240,1190,1
240,966,4
240,83,15
240,13,12
240,34,3
240,60,11
240,1008,3
240,69,4
240,412,2
240,245,1
240,27,5
240,225,2
240,217,1
240,160,1
240,146,1
240,128,2
240,165,3
240,625,1
240,9,7
240,399,1
240,558,12
240,645,7
240,624,6
240,71,9
240,1000,2
240,827,1
240,521,5
240,101,7
240,923,2
240,78,1
240,365,2
240,727,5
240,179,1
240,1055,2
240,1234,1
1073,167,3
1073,894,1
1073,890,1
1073,971,2
1073,252,2
1073,758,3
1073,44,2
757,91,1
757,903,1
757,759,1
757,6,1
757,400,1
757,258,4
757,473,1
757,1202,2
757,0,1
757,87,4
1274,2,1
1274,15,1
880,23,6
880,195,3
880,337,1
880,297,3
880,985,1
880,941,1
880,583,4
880,255,3
880,28,1
880,261,1
880,799,1
880,6,1
880,9,2
880,24,3
880,384,2
880,785,1
553,25,4
553,231,4
553,151,3
553,1138,2
553,42,3
553,2,20
553,26,2
553,56,2
553,249,4
553,633,11
553,153,1
553,111,1
553,15,14
553,14,10
553,639,12
553,150,7
553,157,1
723,70,2
723,383,15
723,16,1
723,463,2
723,28,2
723,24,10
723,672,1
723,510,4
723,33,4
723,108,1
649,68,2
649,262,5
649,573,8
649,285,8
649,620,1
649,250,6
649,375,2
649,47,1
649,877,6
649,0,4
649,137,2
649,708,6
855,148,1
855,955,1
855,459,1
855,16,2
855,42,1
855,467,1
855,2,9
855,29,3
855,397,6
855,410,10
855,145,1
855,556,1
855,9,2
855,88,1
855,113,1
855,15,3
855,696,1
1122,520,3
1122,388,1
1122,969,1
1122,363,1
1122,31,4
1122,385,1
1015,383,2
1015,1160,1
1015,24,1
1015,510,1
1185,493,1
1185,16,1
1185,104,1
1185,257,1
1185,9,1
1185,1186,1
1185,107,1
520,16,2
520,1122,3
520,388,10
520,9,1
520,969,5
520,363,2
520,51,1
520,31,18
520,174,1
520,8,15
520,385,13
520,533,1
520,82,1
580,16,2
580,295,1
580,1149,1
580,186,1
580,51,7
580,31,13
580,174,2
580,8,21
580,710,6
580,602,2
580,988,1
580,82,5
580,987,1
940,38,1
940,235,1
940,211,1
940,54,5
940,104,1
940,246,2
940,269,1
940,360,3
940,161,1
940,245,1
940,62,1
940,92,2
940,4,3
940,27,1
940,200,1
940,75,1
940,253,1
940,726,1
940,184,1
940,173,1
940,11,1
940,276,1
940,140,1
940,107,1
940,133,1
940,3,3
940,112,1
940,0,2
940,528,1
940,126,1
940,87,1
940,66,1
973,239,1
973,436,1
973,32,1
973,11,1
973,974,4
973,155,1
973,72,1
736,972,1
736,1035,1
736,1079,1
736,80,1
736,77,1
736,2,1
736,750,6
736,26,1
736,9,1
736,79,1
736,1034,1
736,113,1
736,111,6
736,808,1
736,14,2
736,190,1
736,1033,1
736,802,1
736,67,1
736,319,5
736,237,3
329,38,29
329,1105,1
329,284,2
329,466,18
329,259,4
329,308,1
329,511,1
329,54,4
329,431,2
329,18,10
329,123,17
329,169,2
329,164,3
329,619,1
329,84,2
329,564,1
329,63,6
329,92,5
329,4,23
329,257,1
329,75,5
329,114,8
329,127,3
329,517,1
329,184,1
329,57,4
329,1054,1
329,158,19
329,703,1
329,918,1
329,471,5
329,276,3
329,207,2
329,202,2
329,530,12
329,133,11
329,286,26
329,3,30
329,112,3
329,533,1
329,557,1
329,301,5
