source,target,weight
63,171,80
63,527,2
63,241,1
63,126,2
63,307,1
63,39,20
63,7,102
617,38,9
617,205,3
617,493,4
617,259,7
617,579,1
617,104,1
617,714,1
617,839,1
617,123,1
617,395,2
617,164,8
617,567,1
617,424,2
617,84,4
617,92,4
617,257,5
617,919,2
617,75,4
617,517,18
617,1137,1
617,405,1
617,444,1
617,107,3
617,532,1
617,742,1
617,464,4
617,3,17
617,574,1
617,233,3
617,182,4
617,166,4
617,7,1
501,355,1
501,211,4
501,12,7
501,185,1
501,16,1
501,326,2
501,68,1
501,198,1
501,291,1
501,139,12
501,280,7
501,254,2
501,343,7
501,618,1
501,144,7
501,107,4
501,375,1
501,366,1
501,98,1
501,206,1
501,232,8
501,47,12
501,0,14
501,137,1
888,226,3
888,8,11
888,55,7
888,270,2
888,554,3
888,608,2
801,25,1
801,2,9
801,674,9
801,79,1
801,15,1
801,14,6
801,1182,1
801,952,2
801,862,3
1070,275,1
1070,324,1
1070,903,1
1070,1210,1
1070,140,2
1070,0,2
1061,1,3
1061,1051,1
1061,13,4
1061,60,1
1061,917,5
1061,498,1
1194,6,8
1194,9,1
1194,665,1
145,306,5
145,733,5
145,148,12
145,167,3
145,116,5
145,955,1
145,578,2
145,756,1
145,873,1
145,806,1
145,25,4
145,94,10
145,159,4
145,16,2
145,855,1
145,77,2
145,138,2
145,151,12
145,223,2
145,42,9
145,2,89
145,141,1
145,29,2
145,152,1
145,309,6
145,324,1
145,304,1
145,397,1
145,282,4
145,410,1
145,26,28
145,96,4
145,56,21
145,81,2
145,321,1
145,9,10
145,519,3
145,399,2
145,305,1
145,427,1
145,79,10
145,670,5
145,369,6
145,770,1
145,418,12
145,153,23
145,201,7
145,774,3
145,892,3
145,111,2
145,194,2
145,606,9
145,419,2
145,676,4
145,78,5
145,15,5
145,738,4
145,808,2
145,14,7
145,623,2
145,150,5
145,802,2
145,481,2
145,585,2
145,157,1
145,858,1
145,67,9
145,635,1
1148,333,1
1148,331,1
1148,274,1
1148,563,1
1148,832,1
1003,453,1
1003,9,2
1003,726,1
1003,58,1
1003,32,5
1003,11,3
1003,376,1
1003,155,2
1003,72,3
1003,396,1
916,167,1
916,54,2
916,159,1
916,18,2
916,1092,1
916,2,1
916,189,1
916,373,1
916,4,2
916,430,1
916,399,1
916,305,1
916,427,1
916,236,1
916,113,1
916,274,2
916,563,1
916,832,3
916,15,1
916,44,1
916,581,1
916,39,1
652,929,4
652,657,2
652,16,1
652,601,10
652,753,5
652,9,1
652,8,4
92,228,3
92,38,31
92,1105,1
92,284,6
92,205,4
92,466,1
92,493,5
92,259,10
92,308,4
92,511,3
92,54,8
92,80,2
92,16,1
92,940,2
92,329,5
92,104,50
92,18,2
92,123,5
92,370,2
92,395,2
92,169,17
92,656,13
92,164,13
92,682,1
92,1261,1
92,424,1
92,84,12
92,63,1
92,617,4
92,4,21
92,257,19
92,75,24
92,253,12
92,722,4
92,114,7
92,127,27
92,517,4
92,9,5
92,184,13
92,57,19
92,430,1
92,422,5
92,158,8
92,981,3
92,471,7
92,276,45
92,679,13
92,979,1
92,1087,3
92,107,5
92,101,1
92,932,2
92,202,20
92,288,1
92,530,3
92,286,2
92,464,6
92,52,2
92,3,119
92,574,1
92,557,3
92,301,9
92,527,1
92,241,1
92,182,5
92,166,4
92,126,10
92,307,20
92,39,29
92,7,119
92,766,3
124,516,7
124,495,4
124,648,2
124,35,10
124,263,3
124,315,3
124,1095,1
124,50,42
124,49,28
124,506,2
124,37,27
124,754,1
124,16,1
124,538,1
124,1119,1
124,147,15
124,278,12
124,630,1
124,336,4
124,312,6
124,40,13
124,22,35
124,59,17
124,372,2
124,21,25
124,524,4
124,550,1
124,586,3
124,209,5
124,711,1
124,175,4
124,62,3
124,986,1
124,577,1
124,279,1
124,316,1
124,299,4
124,242,4
124,218,18
124,51,1
124,53,31
124,260,2
124,107,1
124,841,1
124,187,24
124,820,1
124,30,22
124,273,1
124,36,13
124,10,42
124,234,5
124,643,1
124,48,6
124,339,1
124,478,6
124,732,1
124,20,32
124,912,1
1163,5,2
1163,960,2
408,235,1
408,211,3
408,271,1
408,596,3
408,12,13
408,119,13
408,215,4
408,275,1
408,16,1
408,522,1
408,91,3
408,356,1
408,326,1
408,68,4
408,1153,1
408,324,1
408,280,1
408,9,1
408,1264,1
408,254,1
408,725,4
408,303,3
408,366,2
408,98,5
408,206,1
408,47,1
408,0,40
408,137,2
408,87,2
440,294,5
440,328,16
440,115,32
440,1,22
440,64,27
440,74,2
440,93,1
440,76,13
440,13,2
440,34,2
440,60,2
440,245,1
440,27,3
440,236,1
440,692,15
440,744,1
440,3,1
440,398,1
4,228,36
4,660,1
4,306,1
4,38,46
4,23,1
4,1,1
4,167,12
4,116,2
4,205,1
4,277,87
4,798,55
4,878,14
4,466,6
4,259,2
4,555,7
4,720,8
4,673,8
4,455,5
4,928,5
4,54,126
4,25,3
4,542,5
4,16,7
4,522,4
4,777,24
4,940,3
4,329,23
4,431,77
4,724,1
4,1052,1
4,77,1
4,138,1
4,426,54
4,151,1
4,1179,1
4,18,913
4,204,1
4,246,64
4,123,46
4,269,49
4,1167,7
4,370,14
4,42,4
4,505,22
4,1135,3
4,2,5
4,29,2
4,169,3
4,656,6
4,360,39
4,261,1
4,164,2
4,576,1
4,890,1
4,971,1
4,252,11
4,373,2
4,324,2
4,619,3
4,251,54
4,84,2
4,410,1
4,63,305
4,916,2
4,92,21
4,257,5
4,885,25
4,1141,2
4,75,40
4,722,1
4,114,1
4,465,55
4,127,2
4,769,1
4,267,65
4,290,71
4,394,50
4,56,1
4,249,1
4,81,1
4,9,18
4,184,4
4,57,74
4,663,48
4,173,80
4,79,2
4,1054,6
4,1199,3
4,1252,6
4,158,16
4,761,1
4,316,11
4,1126,7
4,981,6
4,471,1
4,276,6
4,236,1
4,444,1
4,361,1
4,95,2
4,1045,13
4,979,7
4,687,10
4,207,56
4,1087,1
4,8,1
4,201,1
4,101,5
4,913,10
4,1191,1
4,1142,11
4,202,6
4,288,97
4,393,18
4,694,8
4,78,4
4,15,3
4,133,113
4,14,1
4,368,65
4,286,35
4,464,3
4,984,2
4,52,248
4,44,230
4,3,385
4,112,163
4,533,10
4,301,1
4,171,206
4,721,1
4,527,1
4,241,79
4,67,1
4,182,1
4,528,41
4,126,12
4,307,12
4,237,1
4,772,24
4,39,87
4,7,362
26,306,2
26,1023,1
26,778,1
26,337,1
26,148,19
26,167,7
26,116,9
26,578,12
26,359,1
26,830,2
26,595,4
26,756,4
26,873,1
26,806,1
26,25,40
26,94,63
26,80,2
26,615,3
26,1205,1
26,159,31
26,641,1
26,803,5
26,16,3
26,553,2
26,736,1
26,77,12
26,138,10
26,534,4
26,1030,3
26,151,20
26,839,1
26,836,1
26,223,9
26,370,1
26,181,1
26,42,21
26,1028,1
26,2,193
26,141,11
26,29,5
26,152,38
26,309,5
26,189,17
26,261,2
26,447,1
26,487,1
26,1188,1
26,1004,2
26,252,1
26,373,1
26,324,1
26,282,5
26,410,1
26,750,1
26,145,28
26,96,47
26,56,38
26,249,4
26,81,2
26,321,16
26,9,8
26,519,3
26,633,1
26,430,1
26,399,9
26,305,16
26,427,11
26,79,21
26,638,1
26,369,11
26,285,1
26,770,1
26,672,1
26,296,5
26,88,25
26,236,8
26,113,20
26,361,3
26,153,22
26,201,4
26,774,1
26,111,43
26,194,4
26,101,1
26,419,2
26,694,1
26,78,46
26,15,24
26,738,2
26,808,2
26,14,56
26,639,2
26,1014,3
26,623,2
26,3,2
26,150,2
26,802,2
26,533,1
26,1086,3
26,581,10
26,481,7
26,585,4
26,157,4
26,858,2
26,1062,1
26,67,89
26,423,3
26,635,2
26,319,7
26,237,11
26,7,1
257,294,1
257,38,31
257,284,3
257,205,4
257,493,31
257,259,3
257,308,1
257,511,1
257,16,3
257,1185,1
257,329,1
257,104,8
257,18,1
257,123,2
257,1084,8
257,395,1
257,169,5
257,164,3
257,1029,1
257,1064,8
257,424,1
257,84,8
257,617,5
257,92,19
257,4,5
257,75,4
257,253,5
257,127,6
257,517,9
257,9,5
257,1159,1
257,184,4
257,57,2
257,158,7
257,316,4
257,1186,1
257,471,1
257,276,16
257,95,1
257,107,2
257,530,1
257,286,1
257,464,40
257,52,1
257,3,30
257,574,1
257,557,1
257,301,1
257,527,1
257,182,1
257,166,4
257,126,8
257,39,2
257,7,15
411,210,2
411,406,1
411,377,8
411,684,1
411,80,2
411,16,3
411,193,10
411,390,1
411,287,1
411,213,2
411,216,2
411,451,2
411,951,1
411,591,12
411,338,30
411,348,3
411,291,1
411,139,3
411,9,4
411,86,1
411,120,1
411,905,1
411,346,1
411,125,1
411,618,1
411,442,1
411,763,1
411,107,1
411,227,1
411,5,3
903,12,1
903,275,2
903,757,1
903,571,1
903,356,1
903,324,2
903,1070,1
903,316,1
903,258,1
903,346,1
903,140,5
903,0,5
903,87,3
371,621,2
371,211,2
371,43,1
371,12,3
371,185,4
371,1043,3
371,16,1
371,724,1
371,91,1
371,161,15
371,324,1
371,654,15
371,140,7
371,353,1
371,283,1
371,475,3
371,1197,1
371,98,3
371,1077,1
371,47,7
371,0,43
371,1044,1
371,386,3
371,823,2
371,994,1
27,328,1
27,332,3
27,115,15
27,636,1
27,826,2
27,592,10
27,552,1
27,474,2
27,1,157
27,154,11
27,208,7
27,46,6
27,64,7
27,1168,1
27,611,4
27,167,1
27,926,3
27,74,69
27,800,4
27,955,1
27,102,4
27,93,18
27,99,30
27,512,13
27,1009,1
27,728,1
27,76,3
27,16,2
27,240,5
27,940,1
27,902,3
27,1051,1
27,83,7
27,488,3
27,13,87
27,34,148
27,859,5
27,60,32
27,452,3
27,467,2
27,712,1
27,546,14
27,358,1
27,69,4
27,490,5
27,791,2
27,548,2
27,245,56
27,282,1
27,440,3
27,789,3
27,200,50
27,225,3
27,217,3
27,160,3
27,146,2
27,128,3
27,165,1
27,625,8
27,9,22
27,644,6
27,415,1
27,1249,1
27,599,2
27,558,1
27,645,1
27,624,1
27,1235,3
27,762,4
27,701,5
27,404,8
27,177,17
27,775,2
27,946,1
27,71,9
27,1000,1
27,285,10
27,770,1
27,1110,1
27,409,4
27,521,3
27,95,1
27,532,3
27,1017,1
27,900,3
27,101,8
27,509,1
27,784,1
27,325,1
27,78,3
27,846,7
27,273,2
27,362,4
27,629,12
27,852,4
27,727,1
27,179,20
27,681,12
27,1196,1
27,942,2
27,823,1
27,1157,1
27,498,2
27,344,1
27,786,1
27,244,1
885,38,1
885,54,1
885,431,1
885,18,23
885,123,1
885,252,1
885,251,1
885,63,5
885,4,25
885,57,1
885,207,1
885,133,4
885,368,1
885,44,2
885,3,1
885,112,1
885,307,1
885,7,5
1146,12,5
1146,16,2
1146,1037,1
1146,47,2
1146,0,2
331,333,26
331,318,7
331,477,4
331,204,3
331,667,2
331,373,1
331,1148,1
331,430,1
331,448,3
331,642,1
331,274,12
331,563,2
331,364,8
331,575,3
789,115,1
789,1,5
789,926,1
789,74,2
789,800,1
789,102,3
789,99,5
789,60,1
789,69,4
789,490,2
789,245,1
789,27,3
789,200,6
789,644,2
789,404,1
789,521,1
789,852,6
789,179,1
200,332,1
200,592,5
200,1,13
200,46,1
200,926,2
200,74,9
200,800,1
200,102,2
200,93,1
200,99,10
200,512,7
200,940,1
200,902,5
200,1051,1
200,488,1
200,13,10
200,34,5
200,859,5
200,60,1
200,546,5
200,69,2
200,490,5
200,245,13
200,27,50
200,789,6
200,625,2
200,9,10
200,644,1
200,1249,1
200,404,2
200,177,19
200,775,1
200,946,1
200,71,1
200,285,6
200,1110,1
200,409,1
200,1017,1
200,900,1
200,1193,1
200,101,1
200,846,3
200,273,1
200,629,6
200,852,5
200,179,5
200,681,8
200,942,1
200,1157,1
919,38,4
919,205,2
919,493,1
919,308,1
919,163,1
919,180,1
919,714,1
919,123,1
919,1209,1
919,395,1
919,84,3
919,617,2
919,75,1
919,114,1
919,517,4
919,311,1
919,17,1
919,156,1
919,471,1
919,202,1
919,3,3
919,557,2
919,301,5
919,352,1
919,182,1
919,166,2
919,39,1
919,7,3
1275,374,1
1141,277,8
1141,54,1
1141,426,1
1141,18,3
1141,63,2
1141,4,2
1141,288,6
1141,3,1
1141,7,2
584,239,1
584,658,2
584,414,1
584,848,2
584,436,9
584,58,4
584,32,10
584,11,3
584,314,11
584,382,8
584,172,2
584,155,2
584,719,1
75,228,2
75,38,54
75,167,1
75,284,3
75,205,40
75,466,6
75,493,3
75,259,4
75,308,28
75,579,1
75,992,2
75,54,9
75,80,1
75,16,1
75,522,1
75,940,1
75,329,5
75,431,1
75,104,14
75,18,1
75,123,10
75,395,26
75,169,20
75,360,1
75,164,4
75,373,2
75,424,1
75,84,77
75,63,13
75,617,4
75,92,24
75,4,40
75,257,4
75,919,1
75,381,3
75,253,10
75,114,34
75,545,2
75,127,5
75,769,11
75,267,2
75,290,2
75,517,8
75,9,4
75,964,1
75,184,16
75,57,19
75,422,6
75,1137,3
75,158,12
75,405,1
75,316,3
75,471,1
75,276,4
75,444,1
75,95,2
75,979,1
75,107,9
75,101,1
75,913,1
75,202,9
75,78,1
75,530,7
75,133,1
75,286,6
75,464,2
75,52,14
75,44,4
75,3,118
75,574,3
75,947,2
75,233,3
75,557,5
75,1068,1
75,301,4
75,171,7
75,527,12
75,182,48
75,166,51
75,126,22
75,933,2
75,39,35
75,7,87
280,235,1
280,355,5
280,271,3
280,12,16
280,185,2
280,119,1
280,215,15
280,275,1
280,16,3
280,91,1
280,326,1
280,135,8
280,118,3
280,322,4
280,68,11
280,540,2
280,73,1
280,198,4
280,139,1
280,501,7
280,408,1
280,9,5
280,254,32
280,97,2
280,285,1
280,620,4
280,250,3
280,700,1
280,375,2
280,366,2
280,206,3
280,956,1
280,47,23
280,549,1
280,0,29
280,137,1
280,87,1
640,119,1
640,91,1
640,73,4
640,97,2
640,551,4
640,258,1
640,921,1
640,144,4
640,1162,4
640,549,1
640,0,33
640,87,1
225,560,2
225,636,1
225,474,1
225,1,31
225,46,2
225,74,3
225,102,1
225,313,3
225,16,2
225,240,2
225,83,3
225,425,3
225,488,1
225,13,10
225,34,3
225,60,8
225,452,2
225,467,1
225,712,2
225,69,3
225,27,3
225,217,24
225,160,41
225,146,38
225,128,44
225,165,42
225,9,2
225,415,1
225,558,8
225,645,2
225,624,2
225,71,1
225,770,1
225,183,3
225,95,1
225,101,1
225,509,2
225,784,1
225,325,3
225,78,1
225,362,1
225,786,1
217,560,2
217,1,43
217,154,1
217,46,3
217,167,1
217,74,1
217,102,1
217,313,2
217,93,1
217,80,1
217,16,1
217,240,1
217,83,1
217,425,1
217,488,2
217,13,17
217,34,5
217,60,6
217,452,9
217,1183,2
217,712,4
217,69,2
217,27,3
217,225,24
217,160,30
217,146,40
217,128,35
217,165,34
217,9,2
217,558,3
217,645,1
217,624,1
217,404,1
217,71,1
217,183,6
217,704,2
217,95,8
217,107,2
217,101,1
217,509,1
217,325,5
217,78,2
217,365,1
217,362,2
160,560,4
160,332,2
160,636,1
160,474,1
160,1,44
160,154,1
160,46,3
160,64,1
160,167,1
160,74,4
160,102,2
160,313,2
160,93,1
160,99,1
160,16,2
160,240,1
160,83,2
160,425,2
160,488,1
160,13,19
160,34,5
160,60,9
160,452,5
160,1183,1
160,467,1
160,712,4
160,69,5
160,27,3
160,225,41
160,217,30
160,146,46
160,128,56
160,165,43
160,9,1
160,415,2
160,558,5
160,645,1
160,624,1
160,71,2
160,770,2
160,183,8
160,704,1
160,95,2
160,107,1
160,101,2
160,509,2
160,784,1
160,325,5
160,78,1
160,365,1
160,362,2
160,786,2
146,560,4
146,636,1
146,474,1
146,1,53
146,154,2
146,208,1
146,46,2
146,64,1
146,167,1
146,74,3
146,102,2
146,313,3
146,93,1
146,76,1
146,80,1
146,16,2
146,240,1
146,83,3
146,425,2
146,488,1
146,13,19
146,34,5
146,60,13
146,452,4
146,1183,1
146,718,1
146,467,1
146,712,3
146,69,5
146,252,1
146,27,2
146,225,38
146,217,40
146,160,46
146,128,50
146,165,39
146,9,3
146,415,3
146,558,6
146,645,1
146,624,1
146,71,1
146,183,15
146,409,1
146,704,2
146,95,11
146,107,1
146,101,2
146,784,1
146,325,8
146,78,2
146,365,1
146,362,3
146,631,1
128,560,5
128,332,2
128,636,1
128,474,1
128,1,60
128,154,3
128,46,4
128,167,1
128,74,3
128,102,2
128,313,2
128,93,1
128,99,2
128,80,1
128,16,2
128,240,2
128,83,2
128,425,2
128,488,1
128,13,21
128,34,8
128,60,12
128,452,11
128,1183,1
128,467,1
128,712,4
128,69,3
128,27,3
128,225,44
128,217,35
128,160,56
128,146,50
128,165,53
128,9,2
128,415,2
128,558,4
128,645,3
128,624,3
128,71,1
128,183,11
128,95,4
128,107,4
128,101,3
128,509,2
128,784,1
128,325,6
128,78,2
128,365,1
128,362,5
835,178,1
835,129,2
835,117,3
835,38,1
835,116,1
835,205,1
835,308,1
835,292,7
835,104,1
835,42,1
835,395,1
835,106,13
835,84,1
835,114,1
835,541,1
835,17,7
835,3,1
835,182,1
835,166,1
835,7,1
165,560,3
165,332,1
165,474,1
165,1,43
165,154,3
165,46,2
165,64,1
165,167,1
165,74,2
165,102,2
165,313,3
165,93,1
165,76,2
165,80,1
165,16,2
165,240,3
165,83,4
165,425,3
165,488,2
165,13,13
165,34,3
165,60,11
165,452,6
165,1183,1
165,718,1
165,712,4
165,69,3
165,252,1
165,27,1
165,225,42
165,217,34
165,160,43
165,146,39
165,128,53
165,9,1
165,415,3
165,558,7
165,645,3
165,624,3
165,71,1
165,183,6
165,409,1
165,95,3
165,107,1
165,101,3
165,509,2
165,325,4
165,78,1
165,365,1
165,362,4
165,631,1
1001,264,2
1001,1,3
1001,64,3
1001,76,1
1001,13,1
1001,69,1
1001,9,1
1001,1101,2
1001,335,2
1001,509,1
1001,498,5
1001,344,2
1001,244,1
614,61,1
614,433,3
614,212,5
614,162,7
614,70,9
614,28,19
614,588,1
614,470,1
614,6,5
614,9,1
614,402,1
614,85,1
614,90,1
614,24,6
614,107,2
614,197,1
614,19,3
614,110,8
614,45,1
614,149,4
614,1147,1
1040,544,1
1040,40,3
1040,21,1
1040,904,6
1040,10,6
1040,48,6
729,136,5
729,134,10
729,224,7
729,272,8
729,176,8
729,281,2
381,38,2
381,205,3
381,259,8
381,579,5
381,511,4
381,16,2
381,104,15
381,678,9
381,535,4
381,123,1
381,164,9
381,373,1
381,567,7
381,424,20
381,494,4
381,84,6
381,75,3
381,114,3
381,405,24
381,444,2
381,945,2
381,742,5
381,3,21
381,574,15
381,233,33
381,527,2
381,182,2
381,166,5
381,126,4
381,39,1
265,235,2
265,43,4
265,491,1
265,12,20
265,219,1
265,185,2
265,119,4
265,215,1
265,999,6
265,91,2
265,370,1
265,356,1
265,326,1
265,304,2
265,739,1
265,198,1
265,97,1
265,391,1
265,551,1
265,343,5
265,144,2
265,107,1
265,303,31
265,78,1
265,273,2
265,98,9
265,206,1
265,232,6
265,266,8
265,47,1
265,0,79
265,349,2
265,87,1
469,294,1
469,845,9
469,650,5
469,651,5
469,1171,1
469,295,4
469,336,1
469,312,1
469,797,2
469,682,2
469,906,1
469,186,5
469,379,4
469,218,3
469,51,9
469,31,2
469,8,9
469,30,3
469,602,4
469,82,1
469,838,1
625,332,1
625,1,7
625,611,1
625,926,1
625,74,2
625,99,10
625,728,1
625,240,1
625,83,2
625,488,2
625,13,7
625,34,6
625,712,1
625,546,1
625,490,7
625,245,3
625,27,8
625,200,2
625,9,1
625,532,1
625,1017,1
625,900,2
625,179,5
625,942,2
253,38,9
253,284,24
253,205,2
253,493,1
253,308,4
253,54,4
253,940,1
253,104,26
253,169,46
253,682,1
253,373,1
253,84,5
253,92,12
253,257,5
253,75,10
253,114,15
253,127,21
253,9,2
253,1159,2
253,184,41
253,57,21
253,430,1
253,422,20
253,158,10
253,316,3
253,361,5
253,1074,4
253,107,1
253,202,2
253,3,68
253,947,1
253,527,1
253,182,3
253,166,2
253,126,3
253,39,9
253,7,54
514,658,1
514,414,3
514,605,7
514,434,17
514,222,1
514,848,1
514,58,5
514,238,1
514,32,2
514,11,4
514,314,1
514,107,1
514,172,1
514,72,1
514,489,17
722,1105,1
722,54,1
722,656,4
722,92,4
722,4,1
722,127,1
722,290,1
722,57,2
722,471,1
722,1247,3
722,679,5
722,95,1
722,687,1
722,207,8
722,202,1
722,368,1
722,52,4
722,44,1
722,3,5
722,241,2
722,307,6
722,39,4
722,7,13
722,766,2
486,61,2
486,212,1
486,148,1
486,537,14
486,435,1
486,1088,1
486,16,2
486,439,1
486,131,3
486,29,1
486,65,1
486,121,1
486,470,1
486,943,1
486,100,1
486,6,7
486,81,1
486,9,1
486,79,1
486,170,1
486,24,1
486,686,1
486,627,10
486,792,1
486,1056,1
486,310,1
486,472,9
486,345,1
486,19,16
486,15,1
486,44,1
486,89,1
486,66,1
143,61,1
143,995,1
143,898,3
143,210,11
143,268,1
143,406,1
143,537,1
143,955,1
143,610,8
143,669,7
143,872,1
143,420,8
143,341,20
143,776,2
143,80,1
143,461,2
143,16,1
143,508,1
143,193,1
143,390,3
143,689,2
143,879,1
143,287,1
143,323,1
143,213,1
143,216,1
143,451,1
143,938,1
143,135,13
143,118,14
143,322,3
143,588,1
143,65,1
143,739,2
143,348,1
143,291,1
143,9,2
143,402,5
143,86,4
143,220,14
143,120,6
143,170,1
143,90,1
143,391,6
143,816,6
143,125,4
143,203,4
143,618,1
143,562,1
143,442,3
143,227,2
143,472,1
143,693,3
143,19,2
143,5,40
143,273,1
143,421,9
143,196,17
143,199,3
143,45,1
143,66,1
143,168,5
143,702,2
1053,178,2
1053,129,1
1053,117,3
1053,661,1
1053,106,1
1053,403,2
1053,17,3
1053,704,1
1053,413,4
954,103,7
954,944,1
954,569,1
954,743,4
954,238,3
954,32,1
954,11,1
954,72,1
954,492,1
986,35,1
986,50,2
986,49,4
986,506,2
986,37,4
986,22,4
986,59,1
986,21,2
986,209,1
986,124,1
986,279,1
986,218,2
986,53,2
986,187,2
986,30,1
986,10,3
986,48,1
986,339,1
986,20,2
743,103,9
743,944,1
743,569,1
743,954,4
743,238,2
743,32,9
743,11,4
743,72,7
743,492,1
114,228,1
114,38,21
114,284,9
114,205,26
114,377,1
114,878,2
114,466,7
114,259,7
114,308,17
114,511,1
114,54,19
114,16,2
114,522,1
114,329,8
114,104,6
114,714,1
114,123,5
114,370,1
114,395,11
114,169,11
114,164,3
114,373,1
114,424,2
114,84,46
114,63,4
114,92,7
114,4,1
114,919,1
114,75,34
114,835,1
114,381,3
114,253,15
114,545,3
114,127,18
114,769,1
114,9,10
114,184,10
114,57,13
114,541,2
114,422,1
114,158,11
114,405,1
114,316,1
114,981,1
114,471,1
114,276,7
114,679,1
114,95,1
114,1087,1
114,107,1
114,202,10
114,530,8
114,286,6
114,3,117
114,574,1
114,533,3
114,233,2
114,557,16
114,301,11
114,527,22
114,182,28
114,166,32
114,126,29
114,307,1
114,39,50
114,7,76
943,61,1
943,537,1
943,565,1
943,470,3
943,486,1
943,6,2
943,686,1
943,627,1
943,197,1
943,472,1
943,19,10
943,89,4
943,45,1
465,925,1
465,277,4
465,798,2
465,878,1
465,555,1
465,720,6
465,673,1
465,455,2
465,582,1
465,54,13
465,856,1
465,542,5
465,18,7
465,246,1
465,269,3
465,814,1
465,63,4
465,4,55
465,267,1
465,173,17
465,316,1
465,824,1
465,361,1
465,913,1
465,288,6
465,52,1
465,44,7
465,3,5
465,112,3
465,241,1
465,528,10
465,307,1
465,7,4
262,235,1
262,355,8
262,596,4
262,43,2
262,634,1
262,760,1
262,12,7
262,219,1
262,16,2
262,522,1
262,649,5
262,118,1
262,68,21
262,252,2
262,304,1
262,198,11
262,9,3
262,367,2
262,573,8
262,285,9
262,620,4
262,250,24
262,700,3
262,375,14
262,78,1
262,98,3
262,206,7
262,47,3
262,877,2
262,0,27
262,137,13
262,708,4
262,87,1
545,228,9
545,38,3
545,1,1
545,64,1
545,263,1
545,205,5
545,377,14
545,102,1
545,308,6
545,49,1
545,54,1
545,37,1
545,16,1
545,1106,1
545,104,2
545,839,2
545,2,1
545,395,3
545,22,1
545,59,1
545,164,1
545,69,1
545,84,6
545,175,1
545,75,2
545,114,3
545,127,1
545,9,1
545,57,1
545,541,12
545,1137,1
545,279,1
545,218,1
545,153,1
545,107,2
545,187,1
545,932,1
545,202,2
545,78,1
545,3,15
545,557,1
545,10,1
545,48,1
545,182,4
545,166,5
545,339,1
545,478,1
545,732,1
545,20,1
545,39,1
545,7,15
127,228,3
127,38,8
127,1105,2
127,284,18
127,205,3
127,377,1
127,259,2
127,308,3
127,511,1
127,54,12
127,80,2
127,329,3
127,104,11
127,123,2
127,169,28
127,164,3
127,682,1
127,84,4
127,92,27
127,4,2
127,257,6
127,75,5
127,253,21
127,722,1
127,114,18
127,545,1
127,517,1
127,9,1
127,1159,1
127,184,26
127,57,90
127,430,2
127,541,1
127,422,5
127,158,10
127,316,1
127,471,18
127,276,26
127,361,1
127,1074,1
127,107,1
127,202,2
127,78,1
127,530,1
127,3,123
127,301,14
127,527,1
127,182,4
127,166,2
127,126,5
127,307,3
127,39,46
127,7,150
127,766,14
906,1120,3
906,16,1
906,295,1
906,469,1
906,186,2
906,379,1
906,51,2
906,8,3
906,838,2
1114,595,2
1114,615,1
1114,159,1
1114,803,1
1114,534,2
1114,836,1
1114,2,1
1114,152,1
1114,9,1
1114,88,2
1114,236,1
1114,78,1
1114,14,1
810,23,23
810,28,1
810,6,2
810,351,6
810,170,3
810,90,4
810,33,5
810,108,1
769,228,2
769,377,1
769,43,1
769,63,16
769,4,1
769,75,11
769,114,1
769,267,14
769,290,2
769,394,2
769,663,2
769,52,2
769,3,3
769,1068,8
769,171,7
769,7,3
267,228,14
267,38,1
267,277,10
267,798,1
267,377,2
267,459,1
267,54,2
267,777,8
267,426,6
267,714,1
267,18,16
267,269,1
267,2,1
267,29,1
267,397,1
267,251,23
267,564,1
267,63,40
267,4,65
267,75,2
267,465,1
267,769,14
267,290,19
267,394,16
267,556,1
267,479,1
267,249,1
267,9,1
267,57,1
267,541,1
267,471,1
267,687,4
267,207,21
267,101,1
267,288,7
267,15,1
267,52,36
267,44,5
267,3,9
267,150,1
267,112,2
267,1068,3
267,301,1
267,171,6
267,241,1
267,307,1
267,39,3
267,7,29
290,228,3
290,205,1
290,277,4
290,459,1
290,54,2
290,856,1
290,426,9
290,18,9
290,246,1
290,269,1
290,814,1
290,505,1
290,2,1
290,360,4
290,252,2
290,324,2
290,619,1
290,397,1
290,251,3
290,63,10
290,4,71
290,75,2
290,722,1
290,769,2
290,267,19
290,394,65
290,479,1
290,57,2
290,173,2
290,276,1
290,1247,1
290,687,5
290,207,4
290,202,1
290,393,1
290,368,1
290,286,1
290,52,47
290,44,4
290,3,24
290,112,8
290,1068,1
290,171,1
290,241,1
290,166,1
290,1050,1
290,307,2
290,772,1
290,39,4
290,7,27
394,228,2
394,205,1
394,277,3
394,459,1
394,54,1
394,777,1
394,426,8
394,18,4
394,246,1
394,269,1
394,2,1
394,360,2
394,397,1
394,251,5
394,63,8
394,4,50
394,769,2
394,267,16
394,290,65
394,479,1
394,57,1
394,663,1
394,173,1
394,276,1
394,687,7
394,207,5
394,133,1
394,286,1
394,52,35
394,44,1
394,3,12
394,112,4
394,1068,1
394,241,1
394,166,1
394,307,4
394,39,2
394,7,10
556,306,3
556,148,5
556,459,11
556,359,1
556,25,2
556,855,1
556,77,1
556,138,1
556,2,18
556,29,2
556,261,1
556,487,1
556,397,5
556,410,11
556,267,1
556,479,12
556,56,2
556,249,3
556,79,3
556,369,4
556,15,6
556,14,2
556,150,5
556,157,2
556,67,1
871,35,1
871,263,1
871,315,1
871,1166,1
871,50,1
871,544,1
871,40,1
871,21,1
871,209,1
